epoch,acc,loss,val_acc,val_loss
0,0.45901639246549764,0.766519305158834,0.4444444477558136,0.7784377932548523
1,0.45901639246549764,0.7606950646541157,0.4444444477558136,0.7657293677330017
2,0.45901639979393755,0.7506187919710503,0.4444444477558136,0.7505813837051392
3,0.4590163909998096,0.7305199689552432,0.4444444477558136,0.7339951395988464
4,0.45901639246549764,0.7191990662793644,0.4444444477558136,0.716778039932251
5,0.45901638904555897,0.7053576717611219,0.4444444477558136,0.7018043398857117
6,0.4590163944197483,0.6901528805982872,0.4444444477558136,0.689328670501709
7,0.524590154163173,0.6776471782903202,0.48148149251937866,0.6792744994163513
8,0.7049180366953866,0.6719800683318592,0.8518518805503845,0.6713049411773682
9,0.8032787012272193,0.6644218534719749,0.7037037014961243,0.6654565334320068
10,0.7049180298555092,0.6610399289209334,0.5925925970077515,0.6609276533126831
11,0.6557377107807847,0.6589966387045189,0.5555555820465088,0.6571574211120605
12,0.5901639314948536,0.6547567512168259,0.5555555820465088,0.6538448929786682
13,0.5573770447832639,0.6493786309586197,0.5555555820465088,0.6507093906402588
14,0.5573770569973304,0.6460349970176572,0.5555555820465088,0.6476024985313416
15,0.5573770447832639,0.6470713586103721,0.5555555820465088,0.6444556713104248
16,0.5409836055802517,0.6384849167260968,0.5555555820465088,0.6411780714988708
17,0.5409836055802517,0.6351318447316279,0.5555555820465088,0.6378811001777649
18,0.5901639314948536,0.6321619700212948,0.5555555820465088,0.634480893611908
19,0.6229508186950058,0.6254679629060088,0.5925925970077515,0.630983829498291
20,0.655737693192529,0.6252254736228068,0.6296296119689941,0.6275119185447693
21,0.6885245872325585,0.6193796269229201,0.6296296119689941,0.6240257620811462
22,0.803278681684713,0.6157102858433958,0.6296296119689941,0.6206085681915283
23,0.8196721350560423,0.6099791048003025,0.7037037014961243,0.6171908974647522
24,0.8196721438501702,0.6049362108355663,0.7777777910232544,0.6137809157371521
25,0.868852469764772,0.6001672480927139,0.7777777910232544,0.6104831099510193
26,0.8852459035935949,0.5966451148517796,0.8148148059844971,0.6071762442588806
27,0.8852459123877229,0.5962997098438075,0.8148148059844971,0.6038138270378113
28,0.8852459123877229,0.5928518801439003,0.8148148059844971,0.6004602909088135
29,0.9180327976336244,0.5882209089935803,0.8148148059844971,0.597006618976593
30,0.9180327976336244,0.5787043463988383,0.8148148059844971,0.5935400724411011
31,0.9344262402565753,0.5792787622232907,0.8148148059844971,0.5900415182113647
32,0.9180327976336244,0.5756328340436592,0.8148148059844971,0.5865769982337952
33,0.9344262314624474,0.5740301843549385,0.8888888955116272,0.5830737352371216
34,0.9180327780911179,0.5680251121520996,0.8518518805503845,0.5794488191604614
35,0.9180327780911179,0.5680881963401544,0.8518518805503845,0.5758570432662964
36,0.9344262402565753,0.5617368172426693,0.8518518805503845,0.5722413063049316
37,0.9180327800453686,0.5576160550117493,0.8518518805503845,0.5685698390007019
38,0.9344262402565753,0.5525087108377551,0.8518518805503845,0.5649077892303467
39,0.9180327780911179,0.5467514356628793,0.8518518805503845,0.5612239837646484
40,0.9344262314624474,0.5356319712810829,0.8518518805503845,0.5574622750282288
41,0.9344262207140688,0.5363931020752328,0.8518518805503845,0.5536551475524902
42,0.9344262402565753,0.5334062556751439,0.8888888955116272,0.5498685240745544
43,0.9344262295081968,0.529135458782071,0.8888888955116272,0.5460557341575623
44,0.9344262402565753,0.5242689740462382,0.8888888955116272,0.5422479510307312
45,0.9344262402565753,0.5215267421769314,0.8888888955116272,0.538412868976593
46,0.9344262402565753,0.5098534294816314,0.8888888955116272,0.5345175266265869
47,0.9344262402565753,0.5116718675269455,0.8888888955116272,0.5305561423301697
48,0.9344262226683194,0.4995727079813598,0.8888888955116272,0.5265951156616211
49,0.9344262314624474,0.501268994612772,0.8888888955116272,0.5225617289543152
50,0.9344262314624474,0.48935336656257755,0.8888888955116272,0.5185818076133728
51,0.9344262314624474,0.48731269504203173,0.8888888955116272,0.5144736766815186
52,0.9344262207140688,0.4852336850322661,0.8888888955116272,0.5103914141654968
53,0.9344262314624474,0.49041053945900964,0.8888888955116272,0.5062782764434814
54,0.9508196740853981,0.4774631872528889,0.8888888955116272,0.5021522641181946
55,0.9344262402565753,0.46984896356942224,0.8888888955116272,0.4980369508266449
56,0.9344262402565753,0.46869741648924157,0.8888888955116272,0.4939340054988861
