epoch,acc,loss,val_acc,val_loss
57,0.9344262207140688,0.45654834000790706,0.8888888955116272,0.4897545576095581
58,0.9344262295081968,0.4558810909263423,0.8888888955116272,0.485574334859848
59,0.9344262314624474,0.4533026961029553,0.8888888955116272,0.48143303394317627
60,0.9344262402565753,0.4462941396431845,0.8888888955116272,0.4772762060165405
61,0.9508196828795261,0.44062259793281555,0.8888888955116272,0.4730543792247772
62,0.9344262314624474,0.4369681116010322,0.8888888955116272,0.46892502903938293
63,0.9344262207140688,0.424641060536025,0.8888888955116272,0.46493759751319885
64,0.9508196633370196,0.4269123258160763,0.8888888955116272,0.46072641015052795
65,0.9344262402565753,0.4246041979946074,0.8888888955116272,0.45647621154785156
66,0.9508196633370196,0.41368197075656205,0.8888888955116272,0.45222365856170654
67,0.9508196721311475,0.41086749805778755,0.8888888955116272,0.44810751080513
68,0.9508196828795261,0.40616418054846465,0.8888888955116272,0.44395363330841064
69,0.9508196828795261,0.40278486834197746,0.8888888955116272,0.4396909773349762
70,0.9344262207140688,0.3984604814990622,0.8888888955116272,0.43542248010635376
71,0.9344262402565753,0.3865578765751886,0.8888888955116272,0.4312881827354431
72,0.9344262402565753,0.3946931279096447,0.8888888955116272,0.4271467626094818
73,0.9344262314624474,0.3795730676807341,0.8888888955116272,0.4228316843509674
74,0.9508196633370196,0.3747261537880194,0.8888888955116272,0.41854622960090637
75,0.9508196633370196,0.37210038548610247,0.8888888955116272,0.4143482744693756
76,0.9508196633370196,0.3648948376295996,0.8888888955116272,0.4104473888874054
77,0.9508196740853981,0.3633669590363737,0.8888888955116272,0.4065544307231903
78,0.9344262207140688,0.35834452119029936,0.8888888955116272,0.4026743471622467
79,0.9344262207140688,0.3594342064662058,0.8888888955116272,0.39876440167427063
80,0.9508196721311475,0.33718966069768685,0.8888888955116272,0.39502525329589844
81,0.9508196828795261,0.34888742741991263,0.8888888955116272,0.3911423087120056
82,0.9344262226683194,0.3405112316373919,0.8888888955116272,0.38734614849090576
83,0.9508196740853981,0.33221862892635534,0.8888888955116272,0.38373324275016785
84,0.9508196633370196,0.32304782017332606,0.8888888955116272,0.3803116977214813
85,0.9508196721311475,0.33395565728672216,0.8888888955116272,0.37666213512420654
86,0.9180327888394966,0.3098407744384203,0.8888888955116272,0.3732239902019501
87,0.9508196740853981,0.30843271828088603,0.8888888955116272,0.36940842866897583
88,0.9344262402565753,0.3197491999532356,0.8888888955116272,0.3658279776573181
89,0.9508196721311475,0.30520979595966025,0.8888888955116272,0.36277708411216736
90,0.9180327976336244,0.314935102325971,0.8888888955116272,0.35902029275894165
91,0.9508196740853981,0.29360477797320633,0.8888888955116272,0.3556209206581116
92,0.967213125502477,0.2895808078226496,0.8888888955116272,0.3520506024360657
93,0.9508196633370196,0.28751271132562983,0.8888888955116272,0.34865155816078186
94,0.9508196828795261,0.2927661494153445,0.8888888955116272,0.34538954496383667
95,0.9344262314624474,0.2802308871120703,0.8888888955116272,0.3420138955116272
96,0.9344262295081968,0.2860144621036092,0.8888888955116272,0.339117169380188
97,0.9180327976336244,0.2824198974937689,0.8888888955116272,0.3360282778739929
98,0.9508196828795261,0.2695689347923779,0.8888888955116272,0.33314424753189087
99,0.9508196633370196,0.26608821749687195,0.8888888955116272,0.3298400938510895
100,0.9508196633370196,0.26127157396957523,0.8888888955116272,0.3267723023891449
101,0.9508196740853981,0.2616455926269781,0.8888888955116272,0.3233877420425415
102,0.9180327888394966,0.2675792100976725,0.8888888955116272,0.320419043302536
103,0.9508196828795261,0.23926289257456046,0.8888888955116272,0.31740081310272217
104,0.9508196828795261,0.251007187073348,0.8888888955116272,0.3145929276943207
105,0.9672131147540983,0.24502252555284343,0.8888888955116272,0.311721533536911
106,0.9508196828795261,0.2450385235372137,0.8888888955116272,0.3092580735683441
107,0.9344262314624474,0.2420331283670957,0.8888888955116272,0.3069124221801758
108,0.9672131147540983,0.23368276557961448,0.9259259104728699,0.3041885793209076
109,0.9508196633370196,0.24203819647187091,0.9259259104728699,0.30170318484306335
110,0.9344262207140688,0.23306908397400966,0.9259259104728699,0.2996651232242584
111,0.967213125502477,0.2395343536236247,0.9259259104728699,0.2969222962856293
112,0.9672131147540983,0.2266341501572093,0.9259259104728699,0.29521384835243225
113,0.9672131147540983,0.21315060555934906,0.9259259104728699,0.2928606867790222
114,0.9672131147540983,0.21977052312405382,0.9259259104728699,0.2906574010848999
115,0.967213125502477,0.2188072458642428,0.9259259104728699,0.2890540659427643
116,0.9672131059599705,0.21798122686440827,0.9259259104728699,0.2874804139137268
117,0.9508196721311475,0.21729079792734052,0.9259259104728699,0.285379022359848
118,0.967213125502477,0.20916608708803772,0.9259259104728699,0.28435495495796204
119,0.9508196828795261,0.20978607017485823,0.9259259104728699,0.2828529179096222
120,0.9672131059599705,0.20822510343106065,0.9259259104728699,0.28096356987953186
121,0.9508196721311475,0.21308568901703007,0.9259259104728699,0.27956774830818176
122,0.9508196828795261,0.20094393413574968,0.9259259104728699,0.27790990471839905
123,0.9508196633370196,0.205022148177272,0.9259259104728699,0.2757873237133026
124,0.9508196740853981,0.20041398630767573,0.9259259104728699,0.27349981665611267
125,0.9672131059599705,0.18877210797833616,0.9259259104728699,0.2707170248031616
126,0.9672131059599705,0.18635782110886495,0.9259259104728699,0.2682698965072632
127,0.9672131059599705,0.18155433164268245,0.9259259104728699,0.26559168100357056
128,0.9672131059599705,0.19016465227134893,0.9259259104728699,0.2634483873844147
129,0.9344262402565753,0.19085022538411814,0.9259259104728699,0.26129698753356934
130,0.9672131059599705,0.18691436726538863,0.9259259104728699,0.2592916786670685
131,0.967213125502477,0.18924810700729244,0.9259259104728699,0.25784385204315186
132,0.9672131059599705,0.17637921356763997,0.9259259104728699,0.2564204931259155
133,0.9672131147540983,0.17550692108810925,0.9259259104728699,0.25490161776542664
134,0.9672131059599705,0.18530358056553076,0.9259259104728699,0.2536066174507141
135,0.9672131147540983,0.17839914340464796,0.9259259104728699,0.25229495763778687
136,0.9672131059599705,0.17114575353802228,0.9259259104728699,0.2503134310245514
137,0.9672131059599705,0.16422903855315973,0.9259259104728699,0.24892942607402802
138,0.9672131147540983,0.1682885220793427,0.9259259104728699,0.24822217226028442
139,0.9672131147540983,0.16562847475536535,0.9259259104728699,0.24748115241527557
140,0.9672131059599705,0.16163977809616778,0.9259259104728699,0.24660061299800873
141,0.9672131059599705,0.1702403369985643,0.9259259104728699,0.24565555155277252
142,0.9508196633370196,0.1651587432525197,0.9259259104728699,0.2446116805076599
143,0.9672131059599705,0.16162091102756437,0.9259259104728699,0.24394656717777252
144,0.9672131059599705,0.16021266530771724,0.9259259104728699,0.24305912852287292
145,0.9672131059599705,0.1557681416390372,0.9259259104728699,0.24175459146499634
146,0.9672131059599705,0.15097395123028365,0.9259259104728699,0.2402508705854416
147,0.9672131059599705,0.1501007175347844,0.9259259104728699,0.2384658008813858
148,0.9508196633370196,0.15773502590714908,0.9259259104728699,0.23692075908184052
149,0.9672131059599705,0.15559535217089732,0.9259259104728699,0.23489679396152496
